0;-0.004869621501488161;
1;-0.005005673873323814;
2;-0.005009835135311888;
3;-0.004882363461608959;
4;-0.004317091499350324;
5;-0.003711682236127208;
6;-0.003004101105293355;
7;-0.0022471019757741633;
8;-0.0014851000278539679;
9;-7.543837184496407E-4;
10;-3.086076610585634E-5;
11;6.019490191181708E-4;
12;0.0012324701158761555;
13;0.001757773064479687;
14;0.002280416003719763;
15;0.0028030589429598393;
16;0.003079237979761875;
17;0.0033477585337197903;
18;0.003616279087677706;
19;0.0038847996416356218;
20;0.004153320195593537;
21;0.004192775741851627;
22;0.00422377150089353;
23;0.004254767259935433;
24;0.004285763018977336;
25;0.004316758778019239;
26;0.004347754537061142;
27;0.0043787502961030456;
28;0.0044097460551449485;
29;0.004440741814186851;
30;0.004471737573228754;
31;0.004441873492437143;
32;0.004409761747106227;
33;0.00437765000177531;
34;0.004345538256444393;
35;0.004313426511113477;
36;0.004281314765782559;
37;0.004249203020451643;
38;0.004217091275120726;
39;0.004184979529789809;
40;0.004152867784458892;
41;0.004120756039127976;
42;0.0040886442937970585;
43;0.004056532548466142;
44;0.004024420803135226;
45;0.0039923090578043085;
46;0.003960197312473392;
47;0.003928085567142475;
48;0.0038959738218115585;
49;0.0038638620764806417;
