13.0;104.6770248787402;
25.0;105.34349675424758;
37.0;106.03866581498517;
49.0;107.14642715585994;
61.0;108.01492955270699;
73.0;109.11891696431447;
85.0;110.36352373218894;
97.0;111.59459794695941;
109.0;112.9366035647062;
121.0;114.3282025297677;
145.0;117.31818671315273;
181.0;122.25852998389594;
217.0;127.79377373766985;
241.0;132.03290797150981;
301.0;143.26322017130698;
361.0;155.62988766922234;
421.0;166.9527048138802;
481.0;180.08720482872766;
541.0;192.09434782832002;
601.0;207.6843279930256;
